Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
155965.0,-1.20139778318497,4.86453518123444,-8.32882331553453,7.652399362055331,-0.16744510590390901,-2.76769464972835,-3.1764209511071604,1.62327867967437,-4.36722762476754,-5.5334430286147,4.1064045585523,-6.33182479621436,0.671784814909419,-12.1565865835299,1.02025178475153,-2.11086343309451,-1.55854452752772,0.19599182628266898,0.502453451135321,0.597025549850308,0.532320016259289,-0.556913021850898,0.19244439973158398,-0.698588444235578,0.0250027161193826,0.514967603188505,0.37810529596273706,-0.0531327938498238,0.77,1
71614.0,-7.460533844859951,4.990079042705901,-3.47167237427884,1.11361687567117,-4.14084058050697,-1.1215958901791898,-3.39792739711008,2.87897466859991,-0.736755229131307,-0.0299171970938022,-1.62063251253526,1.68879755215357,0.5730125755359311,2.9366585667231697,0.9443972902316929,0.822816799101937,1.60930028470697,0.227404462123273,0.353213314411056,-1.9785153408853,1.52017194668301,-0.127975650161681,0.566299835806714,0.6849387601774121,-0.305351656540299,-0.741527401128261,-4.5865891164056105,-1.00039929550363,29.59,0
32745.0,-2.17913506011513,0.0202179180614602,-2.18273279614299,2.57204626116115,-3.6637331119316,0.0815679330899005,0.26804873069186197,0.660437428502318,-2.37402736257173,-3.58281002008802,1.97582106179607,-3.5005422647987903,0.17068102706722302,-2.73594037401519,1.67025110352247,-4.04629299726117,-5.07947908460579,-2.58685704537203,1.6692605533583302,1.9579602999360501,1.02642111100453,0.29961350164032596,1.65680000734873,0.328432501784239,0.10645682790522099,0.6917745057745689,0.196778974067123,0.241085157494976,717.15,1
56755.0,1.08940368346581,-0.39014752875693604,1.1980477798659999,0.715789888726162,-0.9984334066191469,0.45425453214689204,-0.9174250347107991,0.45493976394273705,0.9241389184780291,-0.066793482787994,0.8955959631190641,0.311359359781667,-1.75576101377287,0.15594173931843303,-0.0619733079014074,0.147600524164021,-0.050770317220017,0.0202795339151987,-0.0975872448593445,-0.224518301242036,-0.0305956133462379,0.0157626789115748,0.0664516470857412,0.0201490919222354,0.0935799387099181,0.334222091932221,0.0179682514150023,0.0105219950928011,11.5,0
54085.0,1.24844624335924,0.23606989083455,-0.276114086646292,0.8601379768291322,0.539735345561554,0.26404488941078497,0.167122831351203,0.0694397285029664,0.0899280680320728,0.0105382599233306,-1.50531514121533,-0.690451740465603,-0.953768940146515,0.638025153464957,1.3122691073591999,0.327911291273051,-0.574261506098477,-0.550128160475374,0.0264559431312825,-0.16708467853766598,-0.539129966009895,-1.66725570677001,0.0801945104290323,-1.43348685650083,0.31770157217600103,-0.718538456671643,0.0141464608162189,0.0129100144744744,24.95,0
59218.0,1.3585812257191296,-1.3827155847872201,0.569365810649749,-1.6006088218343602,-1.39942624698739,0.425957810096027,-1.4505412830724498,0.23471696139774104,-1.7116328710528999,1.5193725484941203,0.733306389236999,-0.573883795426656,0.0980387869716644,-0.223186476510232,0.493766794407207,0.0441397572453391,0.18255009070125,0.48815817293627906,-0.17383379922853698,-0.251776540950012,-0.180817702846936,-0.267770930752404,0.0201293834351593,-0.706892510893259,0.11131187144222,-0.24541863786067603,0.0554912993076161,0.0190379457888117,60.71,0
25198.0,-15.903635202011301,10.3939171427504,-19.1336024646827,6.18596883540498,-12.5380209157442,-4.02703044708406,-13.897826598198499,10.6622517826007,-2.8449539848203598,-9.66878891236125,7.394419410538629,-11.6356300484755,1.4232769254553101,-8.64045910049478,-0.674719538892936,-7.695568788296191,-13.6841395944616,-4.77740603940726,1.26834277321029,1.50156541071894,1.57754822493456,-1.28013712313136,-0.6012945268691939,0.0404039214626868,0.99550197117886,-0.273742711729157,1.6881358963980002,0.527830799573719,99.99,1
167561.0,2.03880160466849,-1.75674752768344,0.464877109235623,-1.13537635445169,-2.5537349508571,-0.965137212295994,-1.6489943581997402,-0.125736362656813,-0.725117413194186,1.42216374920172,-0.19682823789194398,-0.0191796941911246,1.11655148179402,-0.9935161465987059,-0.054708433194883,-0.38860330626120293,0.6145138651245071,-0.0913142660571222,-0.6943967487851441,-0.276177504801347,-0.0377324768162395,0.33670848961566296,0.39190901374896897,0.922716455373062,-0.669234042628857,-0.312241948026288,0.059819565513842,-0.00749618219802931,81.09,0
47826.0,-0.887286905534409,1.39000150924187,1.21968581996397,1.66142517591961,1.00922783931161,-0.733908444749524,0.8558289272209909,7.68462281197611e-05,-1.2756314941719098,-0.43339392573189295,0.141178993422237,-0.46034845602669,-0.367867931021877,-1.16833941780754,0.152107630618373,0.882231823726865,0.601804858067329,-0.304092391463557,-2.1917642780035798,-0.268347371086252,-0.0837343767453397,-0.346930257215667,-0.0506187067885922,0.23104442462060998,-0.450759875468406,-0.376205380931623,0.0345043694610426,0.157775320404088,7.58,1
136038.0,-2.15462509629182,1.18702633433469,1.7983914500223601,4.522938708546481,0.0690655974754698,0.9746193770198042,0.799817636148807,-0.17850313347817398,-1.17445603587347,2.21016740960786,-1.12419536190516,-0.5787138333126209,0.44397352385547706,-0.56039322957448,0.458430398547149,-0.13991111691962,0.148063434341109,-0.369891155970534,1.7757094715314998,-0.477613231436219,-0.70906833064804,-0.9238852064275458,0.512873185411957,-0.153120463726475,0.0625480662551696,0.0136692819006491,-0.567932318995152,-0.42873599417074504,94.82,0
